Token;Label;AA_Correction;AA_Quaero;CF_Correction;CF_Quaero;CKP_Correction;CKP_Quaero;DN_Correction;DN_Quaero;LM_Correction;LM_Quaero;MB_Correction;MB_Quaero
Maintenant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
fabrique;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
est;;;;;;;;;;;;;
à;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
";";;;;;;;;;;;;;
on;;;;;;;;;;;;;
me;;;;;;;;;;;;;
l';;;;;;;;;;;;;
a;;;;;;;;;;;;;
donnée;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
jouer;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
le;;;;PER;;PER;;PER;;PER;;PER;
petit;;;;PER;;PER;;PER;;PER;;PER;
Rouget;PER;;;PER;;PER;;PER;;;;;
me;;;;;;;;;;;;;
croyait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
croyait;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
que;;;;;;;;;;;;;
je;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
disais;;;;;;;;;;;;;
0;;;;;;;;;;;;;
cet;;;;;;;;;;;;;
imbécile;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
À;;;;;;;;;;;;;
la;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
maison;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
0;;;;;;;;;;;;;
par;;;;;;;;;;;;;
exemple;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
le;;;;;;;;;;;;;
monde;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
prit;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
débâcle;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;
gaiement;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Tout;;;;;;;;;;;;;
à;;;;;;;;;;;;;
coup;;;;;;;;;;;;;
0;;;;;;;;;;;;;
M.;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
devint;;;;;;;;;;;;;
terrible;;;;;;;;;;;;;
:;;;;;;;;;;;;;
c';;;;;;;;;;;;;
était;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
l';;;;;;;;;;;;;
habitude;;;;;;;;;;;;;
une;;;;;;;;;;;;;
nature;;;;;;;;;;;;;
enflammée;;;;;;;;;;;;;
0;;;;;;;;;;;;;
violente;;;;;;;;;;;;;
0;;;;;;;;;;;;;
exagérée;;;;;;;;;;;;;
0;;;;;;;;;;;;;
aimant;;;;;;;;;;;;;
les;;;;;;;;;;;;;
cris;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;;;;;;;;
casse;;;;;;;;;;;;;
et;;;;;;;;;;;;;
les;;;;;;;;;;;;;
tonnerres;;;;;;;;;;;;;
";";;;;;;;;;;;;;
au;;;;;;;;;;;;;
fond;;;;;;;;;;;;;
0;;;;;;;;;;;;;
un;;;;;;;;;;;;;
très;;;;;;;;;;;;;
excellent;;;;;;;;;;;;;
homme;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ayant;;;;;;;;;;;;;
seulement;;;;;;;;;;;;;
la;;;;;;;;;;;;;
main;;;;;;;;;;;;;
leste;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
verbe;;;;;;;;;;;;;
haut;;;;;;;;;;;;;
et;;;;;;;;;;;;;
l';;;;;;;;;;;;;
impérieux;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;
de;;;;;;;;;;;;;
donner;;;;;;;;;;;;;
le;;;;;;;;;;;;;
tremblement;;;;;;;;;;;;;
à;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entourait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
La;;;;;;;;;;;;;
mauvaise;;;;;;;;;;;;;
fortune;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
lieu;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
abattre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
l';;;;;;;;;;;;;
exaspéra;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Du;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
au;;;;;;;;;;;;;
matin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
une;;;;;;;;;;;;;
colère;;;;;;;;;;;;;
formidable;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
sachant;;;;;;;;;;;;;
à;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
prendre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
s';;;;;;;;;;;;;
attaquait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
soleil;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
mistral;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;PER;;PER;;PER;;PER;;PER;
vieille;;;;PER;;PER;;PER;;PER;;PER;
Annou;LOC;PER;;PER;;PER;;PER;;PER;;PER;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;MISC;;MISC;;MISC;;;;;
Révolution;;;;MISC;;MISC;;MISC;;;;MISC;
0;;;;;;;;;;;;;
oh;;;;;;;;;;;;;
!;;;;;;;;;;;;;
surtout;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;MISC;;MISC;;MISC;;MISC;;;
Révolution;MISC;;;MISC;;MISC;;MISC;;;;;
!;MISC;NA;;NA;;NA;;;;NA;;NA;
...;;;;;;;;;;;;;
À;;;;;;;;;;;;;
entendre;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
père;;;;;;PER;;;;;;;
0;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
auriez;;;;;;;;;;;;;
juré;;;;;;;;;;;;;
que;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
révolution;;;;;;MISC;;MISC;;;;;
de;;;;;;MISC;;MISC;;;;;
18;;;;;;MISC;;MISC;;;;;
...;;;;;;MISC;;;;;;;
0;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
mis;;;;;;;;;;;;;
à;;;;;;;;;;;;;
mal;;;;;;;;;;;;;
0;;;;;;;;;;;;;
était;;;;;;;;;;;;;
spécialement;;;;;;;;;;;;;
dirigée;;;;;;;;;;;;;
contre;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Aussi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
prie;;;;;;;;;;;;;
de;;;;;;;;;;;;;
croire;;;;;;;;;;;;;
que;;;;;;;;;;;;;
les;;;;;;;;;;;;;
révolutionnaires;;;;;;;;;;;;;
n';;;;;;;;;;;;;
étaient;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
en;;;;;;;;;;;;;
odeur;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sainteté;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;LOC;loc.fac;ORG;;ORG;;LOC;loc.fac;LOC;
maison;;;;LOC;loc.fac;ORG;;ORG;;LOC;loc.fac;LOC;
Eyssette;LOC;;LOC;LOC;loc.fac;ORG;;ORG;;;loc.fac;;
.;;;;;;;;;;;;;
Dieu;;;;MISC;;;;PER;;;;;
sait;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
que;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
avons;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
de;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
messieurs;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
.;;;;;;;;;;;;;
là;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Encore;;;;;;;;;;;;;
aujourd'hui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
le;;;;PER;;PER;;PER;;;;PER;
vieux;;;;PER;;PER;;PER;;;;PER;
papa;;;;PER;;PER;;PER;;;;PER;
Eyssette;LOC;PER;;PER;;PER;;PER;;PER;;PER;
(;;;;;;;;;;;;;
que;;;;;;;;;;;;;
Dieu;MISC;;;;;;;PER;;NA;;;
me;;;;;;;;;;;;;
le;;;;;;;;;;;;;
conserve;;;;;;;;;;;;;
!;;;;;;;;;;;;;
);;;;;;;;;;;;;
sent;;;;;;;;;;;;;
venir;;;;;;;;;;;;;
son;;;;;;;;;;;;;
accès;;;;;;;;;;;;;
de;;;;;;;;;;;;;
goutte;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
s';;;;;;;;;;;;;
étend;;;;;;;;;;;;;
péniblement;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
chaise;;;;;;;;;;;;;
longue;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entendons;;;;;;;;;;;;;
dire;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Oh;MISC;NA;;NA;;NA;;NA;;NA;;NA;
!;MISC;NA;;NA;;NA;;NA;;NA;;NA;
ces;;;;;;;;;;;;;
révolutionnaires;;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
»;;;;;;;;;;;;;
À;;;;;;;;;;;;;
l';;;;;;;;;;;;;
époque;;;;;;;;;;;;;
dont;;;;;;;;;;;;;
je;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
parle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
M.;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
n';;;;;;;;;;;;;
avait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
la;;;;;;;;;;;;;
goutte;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
la;;;;;;;;;;;;;
douleur;;;;;;;;;;;;;
de;;;;;;;;;;;;;
se;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
ruiné;;;;;;;;;;;;;
en;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
un;;;;;;;;;;;;;
homme;;;;;;;;;;;;;
terrible;;;;;;;;;;;;;
que;;;;;;;;;;;;;
personne;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
pouvait;;;;;;;;;;;;;
approcher;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
fallut;;;;;;;;;;;;;
le;;;;;;;;;;;;;
saigner;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
fois;;;;;;;;;;;;;
en;;;;;;;;;;;;;
quinze;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Autour;;;;;;;;;;;;;
de;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
chacun;;;;;;;;;;;;;
se;;;;;;;;;;;;;
taisait;;;;;;;;;;;;;
";";;;;;;;;;;;;;
on;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
peur;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
À;;;;;;;;;;;;;
table;;;;;;;;;;;;;
0;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
demandions;;;;;;;;;;;;;
du;;;;;;;;;;;;;
pain;;;;;;;;;;;;;
à;;;;;;;;;;;;;
voix;;;;;;;;;;;;;
basse;;;;;;;;;;;;;
.;;;;;;;;;;;;;
On;;;;;;;;;;;;;
n';;;;;;;;;;;;;
osait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
même;;;;;;;;;;;;;
pleurer;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Aussi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dès;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
tourné;;;;;;;;;;;;;
les;;;;;;;;;;;;;
talons;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
un;;;;;;;;;;;;;
sanglot;;;;;;;;;;;;;
0;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
bout;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
maison;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
à;;;;;;;;;;;;;
l';;;;;;;;;;;;;
autre;;;;;;;;;;;;;
";";;;;;;;;;;;;;
ma;;;;;;;;;;;;;
mère;;;;;;PER;;;;;;;
0;;;;;;;;;;;;;
la;;;;PER;;PER;;PER;;PER;;PER;
vieille;;;;PER;;PER;;PER;;PER;;PER;
Annou;LOC;PER;;PER;;PER;;PER;;PER;;PER;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;PER;
frère;;;;;;;;;;;;PER;
Jacques;PER;;;;;;;;;;;;
et;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
grand;;;;;;PER;;;;;;;
frère;;;;;;PER;;;;;;;
l';;;;;;PER;;;;;;;
abbé;;;;;;PER;;;;;;;
0;;;;;;;;;;;;;
lorsqu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
venait;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
le;;;;;;;;;;;;;
monde;;;;;;;;;;;;;
s';;;;;;;;;;;;;
y;;;;;;;;;;;;;
mettait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Ma;;;;;;PER;;;;;;;
mère;;;;;;PER;;;;;;;
0;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
se;;;;;;;;;;;;;
conçoit;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
M.;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
malheureux;;;;;;;;;;;;;
";";;;;;;;;;;;;;
l';;;;;;PER;;;;;;;
abbé;;;;;;PER;;;;;;;
et;;;;;;;;;;;;;
la;;;;PER;;PER;;PER;;PER;;PER;
vieille;;;;PER;;PER;;PER;;PER;;PER;
Annou;LOC;PER;;PER;;PER;;PER;;PER;;PER;
pleuraient;;;;;;;;;;;;;
de;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
pleurer;;;;;;;;;;;;;
Mme;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
";";;;;;;;;;;;;;
quant;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
trop;;;;;;;;;;;;;
jeune;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
comprendre;;;;;;;;;;;;;
nos;;;;;;;;;;;;;
malheurs;;;;;;;;;;;;;
--;;;;;;;;;;;;;
il;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
peine;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
ans;;;;;;;;;;;;;
de;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
que;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
--;;;;;;;;;;;;;
il;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
par;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
le;;;;;;;;;;;;;
plaisir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Un;;;;;;;;;;;;;
singulier;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
que;;;;;;;;;;;;;
mon;;;;;;;;;;;;PER;
frère;;;;;;;;;;;;PER;
Jacques;PER;;;;;;;;;;;;
";";;;;;;;;;;;;;
en;;;;;;;;;;;;;
voilà;;;;;;;;;;;;;
un;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
le;;;;;;;;;;;;;
don;;;;;;;;;;;;;
des;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
!;;;;;;;;;;;;;
D';;;;;;;;;;;;;
aussi;;;;;;;;;;;;;
loin;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
me;;;;;;;;;;;;;
souvienne;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
le;;;;;;;;;;;;;
vois;;;;;;;;;;;;;
les;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
rouges;;;;;;;;;;;;;
et;;;;;;;;;;;;;
la;;;;;;;;;;;;;
joue;;;;;;;;;;;;;
ruisselante;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
matin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
de;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
0;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nuit;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
classe;;;;;;;;LOC;Loc.fac;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
maison;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
promenade;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
cesse;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
partout;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Quand;;;;;;;;;;;;;
on;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
disait;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Qu';;;;;;;;;;;;;
as;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
?;;;;;;;;;;;;;
»;;;;;;;;;;;;;
il;;;;;;;;;;;;;
répondait;;;;;;;;;;;;;
en;;;;;;;;;;;;;
sanglotant;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
n';;;;;;;;;;;;;
ai;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
curieux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
c';;;;;;;;;;;;;
est;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
n';;;;;;;;;;;;;
avait;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
on;;;;;;;;;;;;;
se;;;;;;;;;;;;;
mouche;;;;;;;;;;;;;
0;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
souvent;;;;;;;;;;;;;
0;;;;;;;;;;;;;
voilà;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Quelquefois;;;;;;;;;;;;;
M.;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
exaspéré;;;;;;;;;;;;;
0;;;;;;;;;;;;;
disait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
ma;;;;;;;;;;;;;
mère;;;;;;PER;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Cet;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
est;;;;;;;;;;;;;
ridicule;;;;;;;;;;;;;
0;;;;;;;;;;;;;
regardez;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
...;;;;;;;;;;;;;
c';;;;;;;;;;;;;
est;;;;;;;;;;;;;
un;;;;;;;;;;;;;
fleuve;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
À;;;;;;;;;;;;;
quoi;;;;;;;;;;;;;
Mme;PER;NA;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
répondait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
voix;;;;;;;;;;;;;
douce;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Que;;;;;;;;;;;;;
veux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
ami;;;;;;;;;;;;;
?;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
passera;;;;;;;;;;;;;
en;;;;;;;;;;;;;
grandissant;;;;;;;;;;;;;
";";;;;;;;;;;;;;
à;;;;;;;;;;;;;
son;;;;;;;;;;;;;
âge;;;;;;;;;;;;;
0;;;;;;;;;;;;;
j';;;;;;;;;;;;;
étais;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
En;;;;;;;;;;;;;
attendant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
grandissait;;;;;;;;;;;;;
";";;;;;;;;;;;;;
il;;;;;;;;;;;;;
grandissait;;;;;;;;;;;;;
beaucoup;;;;;;;;;;;;;
même;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
passait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Tout;;;;;;;;;;;;;
au;;;;;;;;;;;;;
contraire;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;;;;;;;;
singulière;;;;;;;;;;;;;
aptitude;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
avait;;;;;;;;;;;;;
cet;;;;;;;;;;;;;
étrange;;;;;;;;;;;;;
garçon;;;;;;;;;;;;;
à;;;;;;;;;;;;;
répandre;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
raison;;;;;;;;;;;;;
des;;;;;;;;;;;;;
averses;;;;;;;;;;;;;
de;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
allait;;;;;;;;;;;;;
chaque;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
en;;;;;;;;;;;;;
augmentant;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Aussi;;;;;;;;;;;;;
la;;;;;;;;;;;;;
désolation;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nos;;;;;;;;;;;;;
parents;;;;;;PER;;;;;;;
lui;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
une;;;;;;;;;;;;;
grande;;;;;;;;;;;;;
fortune;;;;;;;;;;;;;
...;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
le;;;;;;;;;;;;;
coup;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
donna;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sangloter;;;;;;;;;;;;;
à;;;;;;;;;;;;;
son;;;;;;;;;;;;;
aise;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
journées;;;;;;;;;;;;;
entières;;;;;;;;;;;;;
0;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
que;;;;;;;;;;;;;
personne;;;;;;;;;;;;;
vînt;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
dire;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Qu';;;;;;;;;;;;;
as;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
?;;;;;;;;;;;;;
»;;;;;;;;;;;;;
En;;;;;;;;;;;;;
somme;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
comme;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
ruine;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
son;;;;;;;;;;;;;
joli;;;;;;;;;;;;;
côté;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Pour;;;;;;;;;;;;;
ma;;;;;;;;;;;;;
part;;;;;;;;;;;;;
0;;;;;;;;;;;;;
j';;;;;;;;;;;;;
étais;;;;;;;;;;;;;
très;;;;;;;;;;;;;
heureux;;;;;;;;;;;;;
.;;;;;;;;;;;;;
On;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
s';;;;;;;;;;;;;
occupait;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
de;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
.;;;;;;;;;;;;;
J';;;;;;;;;;;;;
en;;;;;;;;;;;;;
profitais;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
jouer;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
le;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
Rouget;PER;;;;;;;;;;;;
parmi;;;;;;;;;;;;;
les;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
ateliers;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
déserts;;;;;;;;;;;;;
0;;;;;;;;;;;;;
où;;;;;;;;;;;;;
nos;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
sonnaient;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
une;;;;;;LOC;loc.fac;;;;;;
église;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
les;;;;;;;;;;;;;
grandes;;;;;;;;;;;;;
cours;;;;;;LOC;loc.fac;LOC;Loc.fac;;;;
abandonnées;;;;;;;;;;;;;
0;;;;;;;;;;;;;
que;;;;;;;;;;;;;
l';;;;;;;;;;;;;
herbe;;;;;;;;;;;;;
envahissait;;;;;;;;;;;;;
déjà;;;;;;;;;;;;;
0;;;;;;;;;;;;;
